"7/19/23, 11:13 AM",cpcb.nic.in/wqm/2014/RIVERWATER DATA 2014_1.htm,,,,,,,,,,,,,,,,,,,,,,,,,
WATER QUALITY DATA 2014 | CPCB ENVIS ,,,,,,,,,,,,,,,,,,,,,,,,,,
WATER QUALITY OF RIVER BEAS - 2014,,,,,,,,,,,,,,,,,,,,,,,,,,
"STATION
CODE",LOCATIONS,STATE,TEMPERATURE ºC,,,,D.O. (mg/l),,,pH,,"CONDUCTIVITY
(µmhos/cm)",,,B.O.D. (mg/l),,,"NITRATE- N+ NITRITE-
N (mg/l)",,,"FECAL COLIFORM
(MPN/100ml)",,,"TOTAL COLIFORM
(MPN/100ml)",,
1070,"GANGAAT VARANASI U/S (ASSIGHAT), U.P",UTTAR PRADESH,20.0,25.0,22.5,7.3,9.2,8.3,8.0,8.4,8.2,282,392,338,2.4,3.3,2.9,0,0,0,2200,3300,2617,3100,4900,3950
1071,"GANGAAT VARANASI D/S (MALVIYA BRIDGE),
U.P",UTTAR PRADESH,20.0,25.5,22.5,6.7,8.7,7.8,8.2,8.7,8.5,308,456,385,3.8,5.0,4.5,0,0,0,22000,46000,31167,34000,63000,47333
1073,"GANGAAT TRIGHAT (GHAZIPUR), U.P",UTTAR PRADESH,19.0,25.0,22.7,6.8,8.6,7.7,8.2,8.7,8.5,300,440,369,3.3,4.4,3.9,0,0,0,11000,22000,17500,14000,46000,25667
2502,"SHUKRA TAL, MUZAFFARNAGAR, NEAR
GANGA RIVER",UTTAR PRADESH,16.0,18.0,17.0,8.5,8.7,8.6,8.0,8.0,8.0,200,380,290,1.7,1.9,1.8,0,0,0,70,70,70,120,130,125
1074,"GANGAAT BUXAR,BIHAR",BIHAR,18.0,30.0,24.5,7.8,8.8,8.4,7.8,8.3,8.1,310,492,371,2.3,2.8,2.5,0,0,0,940,1500,1190,2400,4600,3100
2551,"GANGAAT BUXAR, RAMREKHAGHAT",BIHAR,18.0,31.0,24.9,7.6,8.7,8.1,7.6,8.3,8.1,298,535,376,2.6,2.8,2.7,0,0,0,500,5400,3183,1100,16000,9350
1077,"GANGAAT KHURJI, PATNA U/S, BIHAR",BIHAR,13.0,33.0,24.5,7.4,9.7,8.1,7.7,8.4,8.1,268,538,376,2.0,2.5,2.3,0,0,0,1100,2400,1600,2200,5400,3436
2556,"GANGAAT INDRAPURI, DEHRI ON SONE",BIHAR,16.0,26.0,22.3,7.2,9.2,8.2,7.9,8.3,8.1,265,276,270,2.0,2.4,2.2,0,0,0,490,790,660,1100,2800,2033
2564,"GANGA AT THE CONFLUENCE OF SONE
RIVER DORIGANJ, CHAPRA",BIHAR,16.0,34.0,23.8,7.6,9.0,8.3,7.9,8.3,8.2,288,344,311,2.0,2.7,2.5,0,0,0,700,3500,1483,2800,9200,3967
2552,GANGA DARBHANGA GHAT AT PATNA,BIHAR,16.0,34.0,24.7,7.1,9.2,7.8,7.6,8.2,7.9,271,557,402,2.4,2.9,2.8,0,0,0,3000,9200,6527,9000,24000,19091
1079,"GANGAAT PATNA D/S (GANGA BRIDGE),BIHAR",BIHAR,15.0,35.0,24.9,7.0,9.3,7.9,7.6,8.3,8.0,276,546,402,2.6,2.8,2.7,0,0,0,1400,9000,3782,5000,24000,11564
2555,"GANGAAT PUNPUN, PATNA",BIHAR,15.0,33.0,24.7,5.0,8.2,7.3,7.3,7.8,7.7,336,782,452,2.1,2.8,2.5,0,0,0,800,3000,1382,2200,16000,4573
2553,GANGAAT FATUHA,BIHAR,14.0,33.0,24.4,7.0,9.6,8.1,7.7,8.3,8.0,269,548,386,2.0,2.5,2.3,0,0,0,900,3000,1846,2200,9000,4982
1817,GANGAAT MOKAMA (U/S),BIHAR,16.0,28.0,24.1,7.4,8.1,7.8,7.8,8.2,7.9,254,316,277,2.0,2.5,2.3,0,0,0,790,2400,1251,2200,5000,2770
1815,GANGAAT MOKAMA (D/S),BIHAR,16.0,28.0,24.0,7.2,8.0,7.7,7.6,8.1,7.8,252,358,295,2.3,2.8,2.6,0,0,0,920,5000,2792,2800,16000,9430
1818,GANGAAT MUNGER,BIHAR,17.0,28.0,23.9,7.4,7.8,7.6,7.7,8.0,7.8,242,316,268,2.3,2.6,2.4,0,0,0,1100,3000,1622,2200,9000,4411
2554,"GANGAAT SULTANGANJ, BHAGALPUR",BIHAR,18.0,28.0,24.0,7.5,7.8,7.7,7.6,7.9,7.8,238,327,280,2.3,2.7,2.5,0,0,0,940,2400,1560,2200,5400,3722
1819,GANGAAT BHAGALPUR,BIHAR,16.0,26.0,24.4,7.5,7.9,7.7,7.6,8.1,7.8,245,314,276,2.4,2.7,2.6,0,0,0,1300,5400,2933,3000,24000,9044
1816,GANGAAT KAHALGAON,BIHAR,16.0,30.0,23.4,7.6,7.9,7.8,7.8,8.2,7.9,181,373,265,2.5,2.8,2.7,0,0,0,1400,5000,2678,5000,16000,8511
3113,GANGAAT D/S BUXAR NEAR GANGA BRIDGE,BIHAR,18.0,30.0,24.5,7.8,8.8,8.2,7.6,8.3,8.1,236,525,352,2.4,2.7,2.5,0,0,0,430,2400,1705,2400,9200,4683
3114,"GANGA RIVER NEAR DANAPUR (NEAR
PIPAPUL)",BIHAR,13.0,33.0,24.1,7.2,9.7,8.1,7.8,8.4,8.1,269,532,375,2.0,2.6,2.4,0,0,0,790,1700,1198,2200,3500,2855
3115,GANGA RIVER AT BARH,BIHAR,17.5,26.0,23.4,7.5,7.9,7.8,7.8,8.0,7.9,248,272,260,2.0,2.4,2.2,0,0,0,800,1700,1106,1700,3000,2529
3116,"GANGAAT U/S MUNGER (NEAR INTAKE WELL
ON GANGA)",BIHAR,17.0,28.0,23.8,7.6,7.9,7.8,7.8,8.0,7.9,249,318,267,2.0,2.5,2.3,0,0,0,790,1300,998,2100,3000,2478
3117,GANGAAT U/S SULTANGANJ,BIHAR,17.0,28.0,23.9,7.5,7.9,7.8,7.8,8.0,7.9,241,325,270,2.0,2.6,2.3,0,0,0,790,1700,1220,2400,3500,2844
https://cpcb.nic.in/wqm/2014/RIVERWATER DATA 2014_5.htm,2/3,,,,,,,,,,,,,,,,,,,,,,,,,
"7/19/23, 11:14 AM",cpcb.nic.in/wqm/2014/RIVERWATER DATA 2014_5.htm,,,,,,,,,,,,,,,,,,,,,,,,,
3118,GANGAAT U/S BHAGALPUR,BIHAR,16.0,26.0,23.9,7.6,7.9,7.7,7.8,8.0,7.9,238,297,262,2.2,2.6,2.4,0,0,0,900,2200,1290,2200,5400,3020
3122,"GANGAAT MALSALAMI, PATNA",BIHAR,14.0,34.0,24.5,7.2,9.4,8.0,7.6,8.4,8.0,270,538,377,2.1,2.6,2.4,0,0,0,800,3500,1846,2400,16000,5073
3123,GANGA RIVER AT BARAHIA,BIHAR,16.0,26.0,22.5,7.5,7.9,7.7,7.6,8.1,7.9,269,355,292,2.0,2.6,2.3,0,0,0,790,1400,1048,2200,3500,2833
1080,GANGAAT BAHARAMPORE WEST BENGAL,WEST BENGAL,16.0,32.0,26.5,4.4,11.0,7.4,7.5,8.1,7.9,193,385,304,1.0,8.7,4.2,0.39,1.48,0.8,2000,900000,166358,3000,1600000,287833
2511,"NABADIP ON GANGA,GHOSHPARA NEAR
MONIPURGHAT",WEST BENGAL,16.0,34.0,27.4,5.1,9.8,7.4,7.4,8.2,7.9,218,795,353,1.4,4.8,3.3,0.1,1.2,0.7,3000,1300000,143275,5000,5000000,474917
2506,"TRIBENI ON GANGA, NEAR BURNING GHAT",WEST BENGAL,20.0,35.0,28.3,5.3,9.3,6.9,7.3,8.4,8.0,164,403,312,1.5,5.0,2.8,0.3,1.4,0.8,2000,110000,34392,3400,240000,61283
1054,"GANGAAT PALTA, WEST BENGAL",WEST BENGAL,19.0,32.0,27.0,4.5,9.3,6.7,7.5,8.1,7.8,189,413,315,1.2,8.5,3.4,0.21,1.74,0.9,13000,500000,106417,23000,900000,171417
1472,"GANGAAT SERAMPORE, WEST BENGAL",WEST BENGAL,19.0,32.0,27.3,4.1,9.1,6.0,7.3,8.6,7.9,192,409,323,1.1,9.7,3.1,0.3,1.5,0.7,17000,500000,153917,30000,1600000,335000
1053,"GANGAAT DAKSHMINESWAR, WEST BENGAL",WEST BENGAL,18.5,32.0,26.5,4.1,9.2,6.7,7.7,8.5,8.0,229,473,319,1.8,7.0,4.2,0.33,0.93,0.7,85000,1100000,285833,110000,2500000,586250
1471,"GANGAAT HOWRAH-SHIVPUR, WEST BENGAL",WEST BENGAL,20.0,31.0,26.5,5.1,8.3,6.3,7.2,8.6,8.0,181,415,314,1.1,5.7,3.6,0.3,1.3,0.7,4000,250000,122417,8000,650000,286083
1470,"GANGAAT GARDEN REACH, WEST BENGAL",WEST BENGAL,18.0,31.0,26.4,5.0,8.2,6.1,7.8,8.9,8.1,195,436,322,1.2,4.8,3.2,0.3,1,0.7,65000,1200000,310417,115000,1500000,542917
1052,"GANGAAT ULUBERIA, WEST BENGAL",WEST BENGAL,19.0,33.0,27.1,4.0,8.7,6.3,7.6,8.8,8.1,257,744,368,0.6,5.8,3.4,0.3,1,0.6,4000,130000,31417,11000,300000,78083
1469,"GANGAAT DIAMOND HARBOUR, WEST
BENGAL",WEST BENGAL,19.0,31.0,26.4,4.6,8.7,6.9,7.8,8.3,8.0,173,6320,1900,1.5,6.2,3.7,0.4,1.7,0.8,4000,240000,41750,9000,500000,88917
https://cpcb.nic.in/wqm/2014/RIVERWATER DATA 2014_5.htm,3/3,,,,,,,,,,,,,,,,,,,,,,,,,
"7/19/23, 11:17 AM",cpcb.nic.in/wqm/2014/RIVERWATER DATA 2014_22.htm,,,,,,,,,,,,,,,,,,,,,,,,,
WATER QUALITY DATA 2014 | CPCB ENVIS ,,,,,,,,,,,,,,,,,,,,,,,,,,
WATER QUALITY OF RIVER GODAVARI - 2014,,,,,,,,,,,,,,,,,,,,,,,,,,
"STATION
CODE",LOCATIONS,STATE,TEMPERATURE ºC,,,,D.O. (mg/l),,,pH,,"CONDUCTIVITY
(µmhos/cm)",,,B.O.D. (mg/l),,,"NITRATE- N+
NITRITE-N (mg/l)",,,"FECAL COLIFORM
(MPN/100ml)",,,"TOTAL COLIFORM
(MPN/100ml)",,
,,,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean
,WATER QUALITY CRITERIA,,,,,,> 4 mg/l,,,6.5-8.5,,,,,,< 3 mg/l,,,,,< 2500 MPN/100ml,,,< 5000 MPN/100ml,,
1312,"GODAVARI AT JAYAKWADI DAM,
AURNAGABAD,MAHARASHTRA",MAHARASHTRA,25.0,30.0,28.6,6.0,7.3,6.8,7.4,8.9,8.3,638,1026,813,2.0,5.0,3.3,0.1,0.4,0.2,2,4,3,70,220,109
2177,"GODAVARI RIVER NEAR SOMESHWAR
TEMPLE.",MAHARASHTRA,18.0,27.0,22.4,4.7,6.7,6.0,7.3,8.7,8.1,191,442,331,2.2,10.0,3.8,0.1,2.5,0.7,10,110,56,60,280,167
2182,GODAVARI RIVER AT SAIKHEDA.,MAHARASHTRA,18.0,29.0,21.6,1.4,5.7,4.3,7.0,8.2,7.7,144,401,271,2.4,10.0,5.4,0.2,4.7,1.7,11,90,47,50,220,137
2179,"GODAVARI RIVER AT HANUMAN GHAT, NASHIK
CITY.",MAHARASHTRA,18.0,27.0,22.0,3.2,6.5,4.9,7.3,8.4,7.8,220,551,396,2.4,9.0,4.1,0,2.3,0.7,11,110,53,50,300,163
2183,"GODAVARI RIVER AT NANDUR- MADMESHWAR
DAM.",MAHARASHTRA,18.0,30.0,21.9,3.0,5.5,4.5,7.4,8.2,7.8,231,380,290,2.2,10.0,5.5,0.3,4.1,1.7,9,110,48,50,310,137
2181,"GODAVARI RIVER AT KAPILA- GODAVARI
CONFLUENCE POINT, TAPOVAN.",MAHARASHTRA,18.0,27.0,22.4,1.8,6.2,4.7,7.1,8.2,7.7,348,645,502,2.4,16.0,7.7,0.1,2.8,1,16,170,104,130,350,253
2180,GODAVARI RIVER NEAR TAPOVAN.,MAHARASHTRA,18.0,27.0,23.0,2.4,6.0,4.7,7.4,8.2,7.7,341,632,472,2.4,25.0,7.1,0.1,2.5,0.9,11,170,87,110,300,223
1096,"GODAVARI AT PANCHAVATI AT
RAMKUND,MAHARASHTRA",MAHARASHTRA,18.0,27.0,22.6,2.2,6.2,4.5,7.3,8.3,7.9,209,542,411,2.4,5.4,3.6,0.55,3.315,1.1,16,190,58,60,300,136
1211,"GODAVARI AT NASIK D/S, MAHARASHTRA",MAHARASHTRA,18.0,27.0,22.7,3.2,6.5,4.9,7.2,8.0,7.6,321,576,461,2.8,6.0,3.6,0.236,3.317,0.9,13,170,89,110,350,224
1095,"GODAVARI AT U/S OF GANGAPUR
DAM,NASIK,MAHARASHTRA",MAHARASHTRA,18.0,27.0,22.3,4.3,7.1,5.7,7.8,8.5,8.1,139,534,275,2.2,4.2,3.2,0.017,2.27,0.8,11,60,31,17,170,98
,GODAVARI RIVER AT U/S OF AURANGABAD,,,,,,,,,,,,,,,,,,,,,,,,,
2160,"RESERVOIR, KAIGAON TOKKA NEAR KAIGAON",MAHARASHTRA,25.0,30.0,28.3,5.9,7.2,6.6,7.2,8.6,8.1,600,1080,843,3.0,8.0,4.4,0,0.4,0.1,2,4,2,24,110,80
,BRIDGE.,,,,,,,,,,,,,,,,,,,,,,,,,
,GODAVARI RIVER AT U/S OF PAITHAN AT,,,,,,,,,,,,,,,,,,,,,,,,,
2158,PAITHAN INTAKE PUMP HOUSE AT,MAHARASHTRA,25.0,30.0,28.4,6.0,6.9,6.5,7.4,8.9,8.2,650,1126,896,3.0,9.0,5.3,0.1,0.4,0.2,2,2,2,70,170,104
,JAYAKWADI,,,,,,,,,,,,,,,,,,,,,,,,,
2159,"GODAVARI RIVER AT D/S OF PAITHAN AT
PATHEGAON BRIDGE.",MAHARASHTRA,25.0,30.0,28.6,5.6,7.4,6.5,7.6,9.2,8.4,660,1110,884,3.0,8.0,4.6,0.1,0.7,0.4,2,4,3,70,280,119
2161,"GODAVARI RIVER AT JALNA INTAKE WATER
PUMP HOUSE, SHAHABAD.",MAHARASHTRA,25.0,30.0,28.1,0.0,7.5,5.7,6.9,8.2,7.6,624,1703,1176,2.0,28.0,8.3,0,0.8,0.3,2,4,3,70,170,129
12,"GODAVARI AT DHALEGAON, MAHARASHTRA",MAHARASHTRA,22.0,28.0,27.0,5.8,7.1,6.4,7.4,9.0,8.1,618,1280,843,2.0,6.0,4.4,0,0.8,0.3,2,4,2,79,170,99
1210,"GODAVARI AT NANDED, MAHARASHTRA",MAHARASHTRA,29.0,30.0,29.2,6.4,7.2,6.8,7.2,8.4,7.9,710,1480,1054,2.0,6.0,4.0,0.1,0.3,0.2,2,6,3,70,300,129
1209,"GODAVARI AT RAHER, MAHARASHTRA",MAHARASHTRA,28.0,30.0,29.2,6.3,7.0,6.6,7.6,8.5,8.1,730,1285,995,3.0,5.0,4.0,0.1,0.6,0.3,2,3,2,70,140,95
2157,"GODAVARI RIVER AT LATUR WATER INTAKE
NEAR PUMP HOUSE AT DHAMEGAON.",MAHARASHTRA,20.0,28.0,26.0,5.8,7.3,6.4,7.3,8.4,7.8,630,1392,1047,2.0,10.0,5.1,0,0.8,0.3,2,4,3,80,240,144
2360,"GODAVARI AT BASARA, ADILABAD",ANDHRA PRADESH,25.0,30.0,26.6,5.8,6.8,6.3,7.8,8.6,8.2,440,708,539,1.0,1.2,1.1,1,2,1.3,4,20,11,62,90,69
2361,"GODAVARI AT MANCHERIAL, NEAR RLY BDG
B/C OF RALLAVAGU",ANDHRA PRADESH,0.0,30.0,22.2,5.2,7.1,6.2,8.0,8.5,8.4,513,562,537,4.0,12.0,6.8,0,0,0,,,,,,
2362,"GODAVARI AT RAMAGUNDAM D/S, NEAR FCI",ANDHRA PRADESH,0.0,29.0,21.6,5.2,6.3,5.8,8.0,8.6,8.3,546,784,632,5.0,9.0,6.8,0,0,0,,,,,,
,"INTAKE WELL, KARIMNAGAR",,,,,,,,,,,,,,,,,,,,,,,,,
https://cpcb.nic.in/wqm/2014/RIVERWATER DATA 2014_22.htm,1/2,,,,,,,,,,,,,,,,,,,,,,,,,
"7/19/23, 11:17 AM",cpcb.nic.in/wqm/2014/RIVERWATER DATA 2014_22.htm,,,,,,,,,,,,,,,,,,,,,,,,,
2363,"GODAVARI AT GODAVARIKHANI, NEAR
BATHING GHAT, KARIMNAGAR",ANDHRA PRADESH,0.0,29.0,21.8,4.8,6.1,5.6,7.5,8.5,8.3,550,838,697,4.0,10.0,6.8,0,0,0,,,,,,
2364,"GODAVARI AT RAMAGUNDAM U/S ,
KARIMNAGAR",ANDHRA PRADESH,0.0,29.0,21.6,5.2,6.8,6.1,8.1,8.5,8.3,524,592,551,4.0,8.0,6.1,0,0,0,,,,,,
2356,"GODAVARI, D/S OF RAMANUGUNDAM,",ANDHRA PRADESH,0.0,29.0,21.8,4.9,6.5,5.5,8.0,8.5,8.3,600,693,649,2.0,10.0,5.7,0,0,0,,,,,,
2365,"GODAVARI AT KAMALPUR U/S M/S AP RAYONS
LTD. INTAKE WELL, WARANGAL",ANDHRA PRADESH,0.0,30.0,17.2,3.2,7.1,5.8,7.8,8.6,8.2,352,528,443,4.0,12.0,6.9,0,0,0,,,,,,
2366,"GODAVARI AT KAMALPUR D/S AT M/S. AP
RAYONS LTD. DISCHARGE POINT, WARANGAL",ANDHRA PRADESH,0.0,30.0,17.2,2.8,7.5,5.5,7.6,8.4,8.1,352,654,443,3.0,12.0,7.1,0,0,0,,,,,,
13,"GODAVARI AT MANCHERIAL, A.P.",ANDHRA PRADESH,0.0,29.0,21.8,4.4,6.9,5.6,8.2,8.6,8.4,510,620,558,3.0,12.0,6.1,0,0,0,,,,,,
2367,"GODAVARI AT BHADRACHALAM U/S BATHING
GHAT, KHAMMAM",ANDHRA PRADESH,20.0,21.0,20.4,6.6,7.4,7.2,7.7,8.1,7.9,357,485,425,0.5,0.7,0.6,0.3,0.5,0.4,2,2,2,1100,2100,1488
2368,"GODAVARI AT BHADRACHALAM D/S BATHING
GHAT, KHAMMAM",ANDHRA PRADESH,20.0,27.0,21.1,3.0,7.0,6.1,7.8,8.3,8.1,382,489,430,0.8,1.4,1.1,0.4,0.7,0.6,2,4,4,2100,2200,2150
2369,"GODAVARI AT BURGAMPAHAD, KHAMMAM",ANDHRA PRADESH,18.0,27.0,20.6,5.2,6.6,6.2,7.2,8.0,7.7,446,697,577,0.7,1.4,1.1,0.6,1,0.8,2,2,2,2100,2200,2138
2370,"GODAVARI AT RAJAMUNDRY U/S OF NALLA
CHANNEL",ANDHRA PRADESH,24.0,27.0,25.3,5.0,6.0,5.3,7.1,7.7,7.4,203,427,322,1.0,1.3,1.0,0,1.2,0.5,3,460,125,120,2400,795
14,"GODAVARI AT POLAVARAM, A.P.",ANDHRA PRADESH,25.0,28.0,27.3,4.8,6.2,5.5,7.5,8.5,8.0,256,514,320,1.0,14.0,2.6,0.254,1.78,0.5,3,7,5,9,210,52
1218,"GODAVARI AT RAJAHMUNDRY U/S, A.P.",ANDHRA PRADESH,24.0,28.0,26.5,5.0,6.4,5.4,7.7,8.1,7.9,270,452,323,1.0,1.0,1.0,0.087,1.27,0.4,3,4,4,7,210,50
2371,"GODAVARI AT RAJAMUNDRY D/S OF NALLA
CHANNEL",ANDHRA PRADESH,23.0,28.0,25.9,4.8,6.0,5.4,7.0,7.8,7.4,264,420,340,1.0,1.2,1.1,0.1,0.9,0.5,4,240,45,4,2400,1263
1219,"GODAVARI AT RAJAHMUNDRY D/S, A.P.",ANDHRA PRADESH,21.0,27.0,25.4,5.0,6.2,5.5,6.8,8.2,7.8,227,301,258,1.0,1.0,1.0,0.02,1.28,0.4,4,150,46,21,2400,340
https://cpcb.nic.in/wqm/2014/RIVERWATER DATA 2014_22.htm,2/2,,,,,,,,,,,,,,,,,,,,,,,,,
"7/19/23, 11:17 AM",cpcb.nic.in/wqm/2014/RIVERWATER DATA 2014_24.htm,,,,,,,,,,,,,,,,,,,,,,,,,
WATER QUALITY DATA 2014 | CPCB ENVIS ,,,,,,,,,,,,,,,,,,,,,,,,,,
WATER QUALITY OF RIVER KRISHNA - 2014,,,,,,,,,,,,,,,,,,,,,,,,,,
"STATION
CODE",LOCATIONS,STATE,TEMPERATURE ºC,,,,D.O. (mg/l),,,pH,,"CONDUCTIVITY
(µmhos/cm)",,,B.O.D. (mg/l),,,"NITRATE- N+
NITRITE-N (mg/l)",,,"FECAL COLIFORM
(MPN/100ml)",,,"TOTAL COLIFORM
(MPN/100ml)",,
,,,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean
,WATER QUALITY CRITERIA,,,,,,> 4 mg/l,,,6.5-8.5,,,,,,< 3 mg/l,,,,,< 2500 MPN/100ml,,,< 5000 MPN/100ml,,
1194,"KRISHNAAT MAHABALESHWAR DHOM DAM
NEAR KOINA DAM,MAHARASHTRA",MAHARASHTRA,22.0,25.0,23.1,5.9,7.3,6.8,7.7,8.6,8.1,83,273,160,2.4,3.8,3.1,0.8,8.2,2.9,5,35,15,60,550,387
1153,"KRISHNAAT RAJAPUR WEIR, MAHARASHTRA",MAHARASHTRA,20.0,26.0,24.1,5.7,7.6,6.8,6.6,8.3,7.4,136,825,449,2.0,3.8,2.9,0.57,2.59,1.7,,,,80,80,80
36,"KRISHNAAT KRISHNA BRIDGE, KARAD,
MAHARASHTRA",MAHARASHTRA,22.0,28.5,23.8,4.1,7.3,6.0,7.8,8.6,8.2,78,485,262,3.1,9.0,5.1,0.8,3.2,1.8,65,275,149,900,1800,1357
1906,KRISHNA D/S OF ISLAMPUR,MAHARASHTRA,22.0,28.0,25.0,6.0,7.3,6.7,7.1,7.9,7.6,152,960,441,2.4,3.8,2.9,0.4,2.2,1.5,2,2,2,80,80,80
37,"KRISHNAAT SANGLI, MAHARASHTRA",MAHARASHTRA,21.0,25.0,23.7,5.8,7.4,7.0,6.9,7.7,7.5,252,1011,711,2.0,3.6,3.0,0.29,2.98,1.4,,,,90,90,90
1310,"KRISHNAAT KURUNDWAD IN
KOLHAPUR,MAHARASHTRA",MAHARASHTRA,21.0,26.0,24.0,5.8,7.4,7.0,6.9,8.3,7.5,143,697,400,2.4,3.6,2.8,0.4,2.29,1.2,4,4,4,110,110,110
2187,KRISHNA RIVER AT KSHETRA MAHULI.,MAHARASHTRA,20.0,21.5,20.8,4.0,7.2,6.1,8.0,8.6,8.4,303,672,551,3.2,8.7,5.6,1.4,4,2.3,17,350,183,140,1800,1377
2188,"KRISHNA RIVER AT KRISHNA-VENNA SANGAM
AT MAHULI.",MAHARASHTRA,20.5,23.5,22.0,4.1,7.3,6.2,8.0,8.8,8.3,193,591,458,3.5,6.3,4.6,1.4,3.9,2.3,20,275,191,170,1800,1481
2190,KRISHNA RIVER AT WAI.,MAHARASHTRA,21.0,24.5,22.7,4.1,7.3,6.1,7.7,8.7,8.2,301,566,413,3.4,10.2,5.5,0,2.6,1.8,70,350,171,900,1800,1257
1182,"KRISHNAAT U/S OF UGARKHURD
BARRAGE,KARNATAKA",KARNATAKA,27.0,34.0,29.0,5.3,9.2,7.5,7.7,8.4,8.0,330,1080,685,0.4,6.8,2.1,0,7.19,2.3,500,900,780,900,1600,1390
1889,"KRISHNA - ANKALI BRIDGE ALONG CHIKKODI
KAGWAD ROAD",KARNATAKA,26.0,33.0,28.0,5.5,8.9,7.5,7.4,8.3,8.0,460,1500,808,0.2,3.6,1.8,0.1,7.6,2.1,500,1600,890,900,1600,1460
1181,"KRISHNAAT D/S OF NARAYANPURA
DAM,KARNATAKA",KARNATAKA,27.0,33.0,29.3,5.1,8.3,5.9,7.7,8.7,8.3,350,740,521,0.2,2.1,1.5,0,0.97,0.4,280,900,518,900,1600,1110
1170,"KRISHNAAT D/S OF DEVASAGAR
BDG.,KARNATAKA",KARNATAKA,26.0,32.0,29.4,6.8,7.8,7.2,8.1,8.5,8.3,410,1161,916,1.0,2.5,1.9,0.1,0.532,0.2,300,1600,792,900,1600,1483
1028,"KRISHNAAT TINTINI BRIDGE, KARNATAKA",KARNATAKA,28.0,31.0,29.5,6.8,7.4,7.1,7.4,8.6,8.2,405,887,718,1.5,2.2,1.9,0.1,0.32,0.2,180,900,538,500,1600,1100
2781,"KRISHNAAT D/S OF ALAMATTI DAM,
KARNATAKA",KARNATAKA,26.0,33.0,29.2,5.1,8.1,6.2,8.0,8.7,8.3,380,680,513,0.2,2.0,1.4,0,1.9,0.5,280,900,678,900,1600,1250
1784,"THANGADI , MAHABOOBNAGAR DIST., A.P",ANDHRA PRADESH,0.0,31.0,17.6,2.2,6.8,5.3,7.6,8.4,8.1,679,1069,874,8.0,12.0,10.5,0,0,0,,,,,,
1175,"KRISHNAAFTER CONFL. WITH
TUNGABHADRA, SANGAMESHWARAM A.P.",ANDHRA PRADESH,24.0,29.0,26.0,6.1,7.1,6.7,7.9,8.4,8.1,490,908,791,2.1,3.1,2.6,1,4.4,2,20,40,28,580,700,611
39,"KRISHNAAT GADWAL BRIDGE, A.P.",ANDHRA PRADESH,0.0,30.0,17.2,1.6,6.9,5.6,7.6,8.4,8.1,634,1081,870,6.0,14.0,9.5,0,0,0,,,,,,
1465,"KRISHNAAT WADAPALLY AFTER CONFL. WITH
R. MUSI, A.P.(SHIFTED FROM 1220)",ANDHRA PRADESH,25.0,32.0,28.4,4.2,6.4,5.7,8.5,9.1,8.7,383,1540,1072,1.0,2.9,1.6,0.3,2,1.2,10,12,11,80,138,122
1786,"VEDADRI , GUNTUR DIST., A.P",ANDHRA PRADESH,20.0,28.0,24.9,6.1,7.5,6.8,7.0,8.7,7.9,531,817,726,0.6,1.1,0.9,0.4,0.8,0.6,2,2,2,1300,2200,1875
1787,"AMARAVATI , GUNTUR DIST., A.P",ANDHRA PRADESH,26.0,32.0,27.6,6.5,7.6,7.0,7.1,8.5,7.8,610,773,669,0.5,0.7,0.6,0.3,0.6,0.4,2,2,2,1300,2200,1613
25,"KRISHNAAT VIJAYWADA, A.P.",ANDHRA PRADESH,22.0,28.0,25.8,6.8,7.4,7.2,7.1,8.6,8.0,568,798,669,0.5,1.0,0.7,0.46,0.82,0.7,2,2,2,1100,2100,1750
3083,"KRISHNA D/S OF SRISHAILAM, KURNOOL, A.P.",ANDHRA PRADESH,24.0,33.0,28.4,6.3,7.1,6.8,8.0,8.4,8.2,480,951,818,2.7,3.3,2.9,1,4.3,2,20,80,36,420,1680,860
https://cpcb.nic.in/wqm/2014/RIVERWATER DATA 2014_24.htm,1/2,,,,,,,,,,,,,,,,,,,,,,,,,
"7/19/23, 11:17 AM",cpcb.nic.in/wqm/2014/RIVERWATER DATA 2014_24.htm,,,,,,,,,,,,,,,,,,,,,,,,,
,ESTUARINE ZONE,,,,,,,,,,,,,,,,,,,,,,,,,
1782,"HAMSALA DEEVI , GUNTUR DIST, A.P",ANDHRA PRADESH,23.0,28.0,26.0,4.8,6.5,5.5,7.4,8.3,7.6,1910,33200,14804,0.5,1.0,0.7,0.4,0.9,0.7,2,2,2,900,2200,1450
https://cpcb.nic.in/wqm/2014/RIVERWATER DATA 2014_24.htm,2/2,,,,,,,,,,,,,,,,,,,,,,,,,
"7/19/23, 11:15 AM",cpcb.nic.in/wqm/2014/RIVERWATER DATA 2014_17.htm,,,,,,,,,,,,,,,,,,,,,,,,,
WATER QUALITY DATA 2014 | CPCB ENVIS ,,,,,,,,,,,,,,,,,,,,,,,,,,
WATER QUALITY OF RIVER MAHANADI - 2014,,,,,,,,,,,,,,,,,,,,,,,,,,
